name,nation,team,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,GA90,Save%,CS%,PK_Save%,PrgC,PrgP,PrgR,per90_Gls,per90_Ast,per90_xG,per90_xAG,SoT%,SoT/90,G/Sh,Dist,Pass_Cmp,Pass_Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Challenges_Att,Challenges_Lost,Blocks,Blocks_SH,Blocks_Pass,Blocks_Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Take_Att,Take_Succ%,Take_Tkld%,Carries,Carries_ProDist,Carries_ProgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,REC,REC_PrgR,Fls,Fld,Off,Crs,OG,Recov,Aerial_Won,Aerial_Lost,Aerial_Won%
Konstantinos Mavropanos,GRE,West Ham,DF,27.0,31.0,20.0,1947.0,0.0,0.0,6.0,1.0,1.5,0.5,N/a,N/a,N/a,N/a,16.0,60.0,2.0,0.0,0.0,0.07,0.02,27.8,0.23,0.0,14.8,1013.0,85.8,19974.0,91.0,92.3,58.4,5.0,60.0,4.0,1.0,60.0,16.0,0.74,0.0,0.0,32.0,22.0,25.0,11.0,23.0,17.0,6.0,38.0,1432.0,221.0,746.0,632.0,62.0,24.0,17.0,52.9,29.4,794.0,2124.0,16.0,10.0,1.0,12.0,0.0,936.0,2.0,17.0,14.0,3.0,2.0,0.0,68.0,56.0,24.0,70.0
Noussair Mazraoui,MAR,Manchester Utd,DF,27.0,34.0,31.0,2639.0,0.0,1.0,2.0,0.0,0.7,1.3,N/a,N/a,N/a,N/a,37.0,102.0,51.0,0.0,0.03,0.02,0.05,23.1,0.1,0.0,20.6,1409.0,85.5,21053.0,91.3,89.1,54.3,18.0,118.0,18.0,5.0,102.0,50.0,1.71,1.0,0.03,102.0,60.0,85.0,34.0,33.0,8.0,25.0,34.0,1976.0,158.0,779.0,903.0,318.0,27.0,47.0,55.3,36.2,1086.0,2680.0,37.0,29.0,3.0,23.0,16.0,1190.0,51.0,37.0,22.0,3.0,20.0,0.0,141.0,47.0,28.0,62.7
Bryan Mbeumo,CMR,Brentford,FW,25.0,35.0,35.0,3144.0,13.0,6.0,3.0,0.0,10.8,8.0,N/a,N/a,N/a,N/a,118.0,128.0,319.0,0.52,0.17,0.31,0.23,42.3,0.86,0.18,17.7,809.0,66.6,12856.0,79.0,72.1,37.0,66.0,55.0,55.0,16.0,128.0,134.0,3.84,18.0,0.52,45.0,29.0,31.0,13.0,24.0,3.0,21.0,14.0,1633.0,54.0,232.0,517.0,913.0,149.0,99.0,46.5,41.4,984.0,3237.0,118.0,64.0,68.0,99.0,40.0,1109.0,319.0,23.0,43.0,11.0,182.0,0.0,143.0,34.0,69.0,33.0
Kasey McAteer,IRL,Leicester City,"FW,MF",23.0,15.0,6.0,612.0,0.0,1.0,2.0,0.0,0.7,0.6,N/a,N/a,N/a,N/a,16.0,11.0,52.0,0.0,0.15,0.1,0.09,44.4,0.59,0.0,16.5,143.0,71.5,1989.0,84.7,73.2,45.5,8.0,8.0,6.0,2.0,11.0,18.0,2.65,2.0,0.29,14.0,11.0,21.0,12.0,13.0,1.0,12.0,3.0,288.0,17.0,54.0,112.0,128.0,21.0,16.0,12.5,62.5,174.0,473.0,16.0,9.0,8.0,14.0,10.0,193.0,52.0,15.0,14.0,2.0,16.0,0.0,33.0,10.0,16.0,38.5
Alex McCarthy,ENG,Southampton,GK,35.0,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,117.0,75.0,2823.0,95.3,91.8,49.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,141.0,173.0,0.0,0.0,0.0,0.0,N/a,N/a,100.0,276.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,100.0
John McGinn,SCO,Aston Villa,"MF,FW",30.0,31.0,25.0,2052.0,1.0,4.0,7.0,0.0,2.9,3.4,N/a,N/a,N/a,N/a,31.0,96.0,72.0,0.04,0.18,0.13,0.15,19.2,0.22,0.04,16.2,658.0,82.5,11150.0,91.5,86.4,59.0,29.0,66.0,27.0,7.0,96.0,68.0,2.98,7.0,0.31,31.0,22.0,27.0,16.0,21.0,2.0,19.0,14.0,999.0,28.0,158.0,532.0,319.0,52.0,44.0,40.9,27.3,547.0,1194.0,31.0,16.0,6.0,33.0,25.0,700.0,72.0,43.0,67.0,3.0,54.0,0.0,94.0,16.0,11.0,59.3
Dwight McNeil,ENG,Everton,"MF,FW",25.0,18.0,14.0,1262.0,4.0,4.0,1.0,0.0,1.1,3.8,N/a,N/a,N/a,N/a,35.0,63.0,74.0,0.29,0.29,0.08,0.27,40.0,0.71,0.16,21.9,420.0,73.7,7795.0,86.7,81.8,52.3,33.0,38.0,33.0,10.0,63.0,63.0,4.49,7.0,0.5,11.0,6.0,19.0,11.0,7.0,0.0,7.0,5.0,688.0,4.0,67.0,298.0,339.0,24.0,40.0,52.5,45.0,406.0,1041.0,35.0,30.0,5.0,24.0,29.0,468.0,74.0,6.0,14.0,1.0,97.0,0.0,71.0,3.0,15.0,16.7
James Mcatee,ENG,Manchester City,"MF,FW",22.0,14.0,2.0,304.0,3.0,0.0,1.0,0.0,2.8,0.3,N/a,N/a,N/a,N/a,7.0,6.0,26.0,0.89,0.0,0.83,0.1,33.3,1.18,0.25,14.3,86.0,78.9,1301.0,85.5,88.1,33.3,2.0,7.0,2.0,0.0,6.0,3.0,0.89,1.0,0.3,4.0,2.0,7.0,6.0,8.0,0.0,8.0,2.0,151.0,2.0,17.0,60.0,75.0,20.0,7.0,28.6,71.4,83.0,189.0,7.0,5.0,1.0,5.0,1.0,108.0,26.0,5.0,3.0,0.0,5.0,0.0,8.0,2.0,3.0,40.0
Ben Mee,ENG,Brentford,DF,35.0,7.0,2.0,183.0,0.0,0.0,2.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,3.0,11.0,2.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,93.0,77.5,1751.0,89.5,85.0,40.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,4.0,138.0,18.0,66.0,62.0,11.0,3.0,0.0,N/a,N/a,78.0,274.0,3.0,1.0,1.0,0.0,0.0,86.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,5.0,5.0,50.0
Mikel Merino,ESP,Arsenal,"MF,FW",28.0,26.0,15.0,1418.0,6.0,2.0,2.0,0.0,4.4,1.9,N/a,N/a,N/a,N/a,9.0,62.0,88.0,0.38,0.13,0.28,0.12,37.5,0.76,0.19,10.5,422.0,78.0,5811.0,86.9,78.7,53.3,15.0,34.0,24.0,4.0,62.0,39.0,2.48,4.0,0.25,38.0,22.0,29.0,14.0,18.0,5.0,13.0,14.0,724.0,35.0,130.0,303.0,300.0,72.0,19.0,42.1,36.8,357.0,645.0,9.0,12.0,4.0,22.0,22.0,470.0,88.0,36.0,20.0,7.0,12.0,0.0,78.0,57.0,52.0,52.3
Nikola Milenković,SRB,Nott'ham Forest,DF,27.0,34.0,34.0,3060.0,4.0,2.0,4.0,0.0,3.6,1.0,N/a,N/a,N/a,N/a,3.0,49.0,6.0,0.12,0.06,0.1,0.03,26.9,0.21,0.15,12.1,748.0,81.2,15092.0,86.8,87.6,60.8,8.0,48.0,2.0,0.0,49.0,18.0,0.53,3.0,0.09,43.0,26.0,27.0,6.0,40.0,24.0,16.0,25.0,1268.0,242.0,700.0,490.0,82.0,59.0,1.0,100.0,0.0,486.0,963.0,3.0,3.0,2.0,2.0,2.0,638.0,6.0,18.0,4.0,1.0,0.0,0.0,75.0,96.0,37.0,72.2
Lewis Miley,ENG,Newcastle Utd,MF,19.0,12.0,1.0,249.0,1.0,0.0,0.0,0.0,0.5,0.0,N/a,N/a,N/a,N/a,2.0,14.0,7.0,0.36,0.0,0.2,0.01,66.7,0.72,0.33,14.6,142.0,87.7,2084.0,88.9,96.1,87.5,1.0,10.0,4.0,0.0,14.0,3.0,1.08,0.0,0.0,11.0,9.0,11.0,5.0,5.0,1.0,4.0,2.0,198.0,5.0,37.0,105.0,57.0,5.0,3.0,33.3,33.3,96.0,186.0,2.0,1.0,0.0,5.0,1.0,141.0,7.0,3.0,1.0,0.0,0.0,0.0,16.0,5.0,5.0,50.0
James Milner,ENG,Brighton,MF,39.0,3.0,3.0,169.0,0.0,0.0,1.0,0.0,0.2,0.2,N/a,N/a,N/a,N/a,1.0,10.0,10.0,0.0,0.0,0.09,0.12,0.0,0.0,0.0,16.0,55.0,75.3,899.0,92.9,76.7,40.0,4.0,3.0,1.0,1.0,10.0,8.0,4.26,0.0,0.0,5.0,2.0,3.0,0.0,4.0,2.0,2.0,2.0,92.0,3.0,13.0,48.0,31.0,4.0,1.0,100.0,0.0,46.0,97.0,1.0,1.0,0.0,0.0,0.0,58.0,10.0,3.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0
Tyrone Mings,ENG,Aston Villa,DF,32.0,13.0,11.0,1051.0,0.0,0.0,1.0,0.0,0.8,0.2,N/a,N/a,N/a,N/a,6.0,39.0,0.0,0.0,0.0,0.07,0.02,11.1,0.09,0.0,11.8,581.0,88.6,10405.0,92.7,94.3,54.0,3.0,47.0,5.0,0.0,39.0,17.0,1.45,2.0,0.17,6.0,5.0,2.0,0.0,13.0,11.0,2.0,7.0,767.0,139.0,388.0,340.0,43.0,15.0,2.0,100.0,0.0,472.0,1333.0,6.0,12.0,0.0,3.0,1.0,523.0,0.0,3.0,9.0,0.0,1.0,0.0,33.0,26.0,21.0,55.3
Yankuba Minteh,GAM,Brighton,"FW,MF",20.0,29.0,17.0,1587.0,6.0,4.0,6.0,0.0,4.0,4.7,N/a,N/a,N/a,N/a,71.0,40.0,163.0,0.34,0.23,0.22,0.27,50.0,0.85,0.2,13.5,297.0,62.3,4794.0,78.3,61.9,47.5,25.0,13.0,29.0,8.0,40.0,54.0,3.07,11.0,0.62,45.0,32.0,45.0,28.0,20.0,0.0,20.0,11.0,723.0,30.0,129.0,204.0,408.0,121.0,84.0,47.6,44.0,410.0,1768.0,71.0,19.0,56.0,44.0,21.0,423.0,163.0,20.0,10.0,4.0,76.0,0.0,75.0,16.0,32.0,33.3
Tyrick Mitchell,ENG,Crystal Palace,DF,25.0,35.0,35.0,2942.0,0.0,4.0,2.0,0.0,1.2,5.7,N/a,N/a,N/a,N/a,56.0,64.0,166.0,0.0,0.12,0.04,0.18,18.2,0.06,0.0,13.4,929.0,72.3,14968.0,84.5,75.1,42.2,38.0,46.0,32.0,15.0,64.0,69.0,2.11,6.0,0.18,87.0,54.0,42.0,20.0,62.0,12.0,50.0,14.0,1656.0,108.0,573.0,637.0,459.0,42.0,33.0,39.4,48.5,766.0,1590.0,56.0,33.0,9.0,36.0,28.0,850.0,166.0,20.0,24.0,2.0,100.0,0.0,156.0,18.0,21.0,46.2
Kaoru Mitoma,JPN,Brighton,"FW,MF",27.0,33.0,28.0,2521.0,9.0,3.0,1.0,0.0,8.8,4.4,N/a,N/a,N/a,N/a,138.0,82.0,277.0,0.32,0.11,0.31,0.16,46.3,0.89,0.17,13.9,701.0,75.3,9130.0,86.9,70.5,44.0,35.0,34.0,32.0,8.0,82.0,83.0,2.96,8.0,0.29,43.0,26.0,46.0,28.0,46.0,3.0,43.0,13.0,1300.0,15.0,149.0,445.0,734.0,156.0,127.0,38.6,57.5,786.0,3663.0,138.0,76.0,55.0,49.0,22.0,911.0,277.0,39.0,23.0,5.0,72.0,0.0,92.0,24.0,27.0,47.1
Mikey Moore,ENG,Tottenham,FW,17.0,8.0,2.0,208.0,0.0,1.0,0.0,0.0,0.2,0.3,N/a,N/a,N/a,N/a,9.0,7.0,31.0,0.0,0.43,0.09,0.15,0.0,0.0,0.0,19.5,52.0,70.3,645.0,96.9,62.5,16.7,3.0,1.0,5.0,1.0,7.0,10.0,4.33,2.0,0.87,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,105.0,1.0,11.0,27.0,68.0,12.0,12.0,8.3,75.0,76.0,263.0,9.0,3.0,4.0,6.0,5.0,79.0,31.0,3.0,5.0,3.0,14.0,0.0,8.0,1.0,4.0,20.0
Morato,BRA,Nott'ham Forest,DF,23.0,24.0,5.0,809.0,0.0,0.0,3.0,0.0,0.2,0.0,N/a,N/a,N/a,N/a,0.0,14.0,1.0,0.0,0.0,0.02,0.0,50.0,0.11,0.0,8.6,184.0,74.2,3109.0,83.9,82.9,37.9,0.0,11.0,0.0,0.0,14.0,3.0,0.33,0.0,0.0,21.0,13.0,20.0,7.0,12.0,4.0,8.0,10.0,387.0,83.0,239.0,131.0,19.0,2.0,1.0,100.0,0.0,125.0,274.0,0.0,2.0,0.0,6.0,3.0,161.0,1.0,10.0,2.0,0.0,0.0,0.0,31.0,5.0,13.0,27.8
Álex Moreno,ESP,Nott'ham Forest,"DF,MF",31.0,15.0,11.0,955.0,0.0,1.0,2.0,0.0,0.2,1.3,N/a,N/a,N/a,N/a,26.0,34.0,34.0,0.0,0.09,0.02,0.12,0.0,0.0,0.0,23.7,308.0,72.0,4574.0,87.6,64.2,35.0,8.0,25.0,9.0,2.0,34.0,16.0,1.51,2.0,0.19,25.0,18.0,39.0,24.0,11.0,5.0,6.0,15.0,559.0,60.0,210.0,202.0,158.0,8.0,21.0,38.1,38.1,229.0,864.0,26.0,16.0,4.0,13.0,6.0,258.0,34.0,12.0,6.0,0.0,19.0,0.0,50.0,3.0,11.0,21.4
Sam Morsy,EGY,Ipswich Town,MF,33.0,30.0,28.0,2486.0,1.0,1.0,10.0,0.0,0.3,0.8,N/a,N/a,N/a,N/a,16.0,104.0,9.0,0.04,0.04,0.01,0.03,22.2,0.07,0.11,26.3,1103.0,86.2,17664.0,93.2,91.3,57.4,18.0,132.0,13.0,2.0,104.0,40.0,1.45,2.0,0.07,62.0,36.0,57.0,31.0,32.0,13.0,19.0,28.0,1498.0,88.0,447.0,855.0,210.0,4.0,21.0,57.1,33.3,761.0,1783.0,16.0,20.0,2.0,15.0,10.0,999.0,9.0,45.0,24.0,0.0,12.0,1.0,138.0,17.0,23.0,42.5
Yerson Mosquera,COL,Wolves,DF,24.0,5.0,5.0,441.0,0.0,0.0,2.0,0.0,0.3,0.1,N/a,N/a,N/a,N/a,0.0,7.0,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.0,12.4,205.0,85.4,3996.0,90.4,93.5,62.9,2.0,16.0,1.0,1.0,7.0,5.0,1.02,0.0,0.0,11.0,7.0,14.0,5.0,13.0,10.0,3.0,10.0,294.0,43.0,170.0,115.0,12.0,7.0,0.0,N/a,N/a,168.0,322.0,0.0,1.0,0.0,4.0,1.0,182.0,0.0,6.0,7.0,1.0,2.0,0.0,24.0,11.0,6.0,64.7
Mason Mount,ENG,Manchester Utd,"MF,FW",26.0,14.0,5.0,430.0,1.0,0.0,3.0,0.0,2.3,0.2,N/a,N/a,N/a,N/a,11.0,21.0,23.0,0.21,0.0,0.48,0.04,38.5,1.05,0.08,15.7,142.0,80.2,1994.0,85.6,80.8,54.5,5.0,11.0,4.0,1.0,21.0,15.0,3.14,0.0,0.0,10.0,4.0,10.0,2.0,8.0,1.0,7.0,3.0,233.0,6.0,31.0,119.0,86.0,20.0,5.0,0.0,80.0,149.0,328.0,11.0,9.0,2.0,9.0,9.0,172.0,23.0,14.0,7.0,0.0,9.0,0.0,15.0,4.0,6.0,40.0
Mykhailo Mudryk,UKR,Chelsea,FW,24.0,7.0,1.0,151.0,0.0,0.0,0.0,0.0,0.3,1.0,N/a,N/a,N/a,N/a,7.0,5.0,12.0,0.0,0.0,0.15,0.58,100.0,0.6,0.0,11.6,28.0,66.7,431.0,70.8,66.7,50.0,2.0,2.0,2.0,1.0,5.0,6.0,3.6,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,62.0,3.0,12.0,15.0,38.0,6.0,8.0,37.5,62.5,39.0,227.0,7.0,8.0,0.0,3.0,7.0,42.0,12.0,2.0,2.0,1.0,7.0,0.0,9.0,2.0,4.0,33.3
Marshall Munetsi,ZIM,Wolves,"MF,FW",28.0,11.0,10.0,878.0,1.0,1.0,0.0,0.0,3.0,1.5,N/a,N/a,N/a,N/a,7.0,8.0,26.0,0.1,0.1,0.31,0.15,33.3,0.51,0.07,14.8,125.0,72.7,1520.0,79.6,75.0,33.3,7.0,4.0,2.0,1.0,8.0,16.0,1.64,1.0,0.1,21.0,10.0,20.0,8.0,12.0,1.0,11.0,6.0,302.0,17.0,50.0,161.0,94.0,24.0,10.0,20.0,70.0,119.0,159.0,7.0,3.0,3.0,28.0,12.0,150.0,26.0,15.0,10.0,3.0,6.0,0.0,31.0,24.0,18.0,57.1
Rodrigo Muniz,BRA,Fulham,FW,24.0,31.0,8.0,964.0,8.0,1.0,1.0,0.0,5.8,0.7,N/a,N/a,N/a,N/a,6.0,27.0,31.0,0.75,0.09,0.54,0.07,48.7,1.77,0.21,12.0,92.0,64.8,1540.0,67.6,68.9,84.6,7.0,13.0,3.0,0.0,27.0,17.0,1.59,2.0,0.19,10.0,5.0,4.0,0.0,9.0,2.0,7.0,5.0,311.0,14.0,27.0,161.0,127.0,55.0,18.0,33.3,50.0,157.0,187.0,6.0,4.0,3.0,47.0,24.0,237.0,31.0,11.0,31.0,3.0,1.0,0.0,14.0,67.0,63.0,51.5
Arijanet Muric,KVX,Ipswich Town,GK,26.0,18.0,18.0,1620.0,0.0,0.0,1.0,0.0,0.0,0.0,1.83,70.0,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,454.0,71.7,11705.0,100.0,97.3,40.6,0.0,14.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,689.0,559.0,672.0,18.0,0.0,0.0,0.0,N/a,N/a,405.0,1178.0,0.0,0.0,0.0,3.0,1.0,321.0,0.0,0.0,4.0,0.0,0.0,0.0,26.0,11.0,1.0,91.7
Murillo,BRA,Nott'ham Forest,DF,22.0,34.0,34.0,3008.0,2.0,0.0,5.0,0.0,1.4,1.1,N/a,N/a,N/a,N/a,20.0,103.0,5.0,0.06,0.0,0.04,0.03,25.0,0.18,0.08,22.2,1056.0,78.2,20985.0,90.0,87.8,48.9,12.0,124.0,13.0,1.0,103.0,40.0,1.2,2.0,0.06,53.0,36.0,46.0,19.0,67.0,44.0,23.0,32.0,1792.0,400.0,921.0,789.0,96.0,21.0,33.0,78.8,21.2,760.0,2286.0,20.0,24.0,1.0,18.0,10.0,912.0,5.0,25.0,4.0,0.0,12.0,0.0,134.0,43.0,21.0,67.2
Jacob Murphy,ENG,Newcastle Utd,FW,30.0,32.0,28.0,2139.0,8.0,11.0,3.0,0.0,5.7,8.1,N/a,N/a,N/a,N/a,70.0,67.0,216.0,0.34,0.46,0.24,0.34,35.7,0.63,0.19,18.2,611.0,68.3,9226.0,83.8,67.5,42.4,38.0,49.0,35.0,14.0,67.0,73.0,3.07,14.0,0.59,22.0,15.0,31.0,15.0,31.0,0.0,31.0,11.0,1140.0,21.0,162.0,421.0,568.0,88.0,64.0,48.4,46.9,665.0,2081.0,70.0,31.0,25.0,30.0,34.0,824.0,216.0,11.0,14.0,3.0,110.0,0.0,92.0,4.0,15.0,21.1
Daniel Muñoz,COL,Crystal Palace,DF,28.0,34.0,34.0,2958.0,4.0,4.0,10.0,0.0,4.7,4.5,N/a,N/a,N/a,N/a,54.0,89.0,191.0,0.12,0.12,0.14,0.14,39.4,0.4,0.12,12.3,1052.0,75.6,16013.0,85.5,77.1,44.0,41.0,53.0,33.0,14.0,89.0,78.0,2.37,9.0,0.27,113.0,74.0,89.0,37.0,36.0,4.0,32.0,40.0,1871.0,111.0,524.0,768.0,598.0,95.0,54.0,38.9,57.4,730.0,1604.0,54.0,35.0,15.0,50.0,18.0,883.0,191.0,49.0,19.0,13.0,68.0,0.0,155.0,58.0,75.0,43.6
Vitaliy Mykolenko,UKR,Everton,DF,25.0,32.0,32.0,2812.0,0.0,1.0,3.0,0.0,0.4,1.6,N/a,N/a,N/a,N/a,31.0,105.0,90.0,0.0,0.03,0.01,0.05,0.0,0.0,0.0,20.5,908.0,74.4,15184.0,89.0,74.2,44.7,20.0,96.0,37.0,22.0,105.0,38.0,1.22,3.0,0.1,55.0,33.0,51.0,25.0,24.0,9.0,15.0,37.0,1541.0,115.0,480.0,656.0,416.0,30.0,20.0,40.0,45.0,636.0,1432.0,31.0,27.0,1.0,21.0,10.0,783.0,90.0,20.0,28.0,3.0,91.0,0.0,79.0,46.0,36.0,56.1
Iliman Ndiaye,SEN,Everton,FW,25.0,30.0,27.0,2252.0,5.0,0.0,3.0,0.0,5.2,1.6,N/a,N/a,N/a,N/a,81.0,50.0,115.0,0.28,0.0,0.21,0.06,40.6,0.52,0.16,17.4,543.0,80.8,8134.0,86.1,86.1,68.0,17.0,35.0,14.0,5.0,50.0,59.0,2.36,5.0,0.2,48.0,25.0,45.0,26.0,27.0,5.0,22.0,17.0,1000.0,34.0,202.0,411.0,435.0,77.0,137.0,46.0,46.7,575.0,2221.0,81.0,41.0,30.0,49.0,43.0,612.0,115.0,24.0,47.0,5.0,38.0,0.0,163.0,6.0,19.0,24.0
Wilfred Ndidi,NGA,Leicester City,MF,28.0,26.0,26.0,2147.0,0.0,4.0,8.0,0.0,2.0,1.8,N/a,N/a,N/a,N/a,17.0,65.0,75.0,0.0,0.17,0.09,0.08,36.4,0.34,0.0,13.9,775.0,80.3,11104.0,87.0,82.1,54.5,15.0,62.0,10.0,3.0,65.0,27.0,1.13,3.0,0.13,81.0,50.0,54.0,27.0,47.0,19.0,28.0,26.0,1298.0,113.0,430.0,634.0,246.0,60.0,32.0,40.6,53.1,628.0,1029.0,17.0,23.0,2.0,34.0,33.0,772.0,75.0,39.0,17.0,3.0,30.0,1.0,121.0,55.0,55.0,50.0
Kosta Nedeljković,SRB,Aston Villa,DF,19.0,5.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,1.0,6.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,47.0,88.7,853.0,95.7,84.0,80.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,66.0,4.0,15.0,32.0,19.0,0.0,2.0,50.0,50.0,27.0,33.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0
Reiss Nelson,ENG,Fulham,FW,25.0,11.0,5.0,487.0,1.0,1.0,1.0,0.0,1.1,1.0,N/a,N/a,N/a,N/a,45.0,35.0,63.0,0.18,0.18,0.2,0.18,50.0,1.11,0.08,15.4,232.0,86.6,3429.0,92.5,84.6,63.2,13.0,7.0,15.0,3.0,35.0,31.0,5.73,1.0,0.18,8.0,6.0,13.0,8.0,11.0,0.0,11.0,5.0,347.0,5.0,30.0,110.0,212.0,35.0,35.0,37.1,37.1,259.0,960.0,45.0,25.0,21.0,14.0,8.0,274.0,63.0,6.0,9.0,1.0,23.0,0.0,29.0,0.0,4.0,0.0
Neto,BRA,Bournemouth,GK,35.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.6,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,40.0,64.5,1183.0,100.0,100.0,36.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,70.0,0.0,0.0,0.0,0.0,N/a,N/a,35.0,99.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,N/a
Pedro Neto,POR,Chelsea,FW,25.0,32.0,21.0,2013.0,4.0,5.0,8.0,0.0,2.9,6.1,N/a,N/a,N/a,N/a,118.0,57.0,229.0,0.18,0.22,0.13,0.27,29.6,0.72,0.07,18.8,632.0,78.6,10311.0,92.9,81.5,47.9,44.0,29.0,35.0,22.0,57.0,85.0,3.8,8.0,0.36,22.0,9.0,19.0,11.0,13.0,2.0,11.0,9.0,1034.0,12.0,92.0,302.0,657.0,108.0,92.0,32.6,43.5,672.0,3004.0,118.0,52.0,42.0,40.0,25.0,753.0,229.0,19.0,29.0,3.0,133.0,0.0,71.0,10.0,26.0,27.8
Eddie Nketiah,ENG,Crystal Palace,"FW,MF",25.0,26.0,8.0,895.0,1.0,1.0,6.0,1.0,4.5,1.6,N/a,N/a,N/a,N/a,38.0,17.0,68.0,0.1,0.1,0.45,0.16,31.6,1.21,0.03,14.2,166.0,74.4,2483.0,79.5,80.9,70.6,12.0,11.0,4.0,0.0,17.0,27.0,2.71,2.0,0.2,13.0,6.0,12.0,6.0,10.0,1.0,9.0,2.0,368.0,10.0,40.0,155.0,180.0,61.0,19.0,52.6,31.6,217.0,815.0,38.0,22.0,13.0,30.0,16.0,264.0,68.0,26.0,24.0,4.0,5.0,0.0,22.0,18.0,32.0,36.0
Christopher Nkunku,FRA,Chelsea,FW,27.0,27.0,9.0,921.0,3.0,2.0,2.0,0.0,4.8,2.1,N/a,N/a,N/a,N/a,17.0,25.0,68.0,0.29,0.2,0.47,0.21,44.0,1.07,0.12,12.6,299.0,89.5,3928.0,91.6,92.2,100.0,14.0,26.0,7.0,0.0,25.0,34.0,3.32,4.0,0.39,12.0,8.0,8.0,2.0,9.0,2.0,7.0,7.0,448.0,10.0,52.0,183.0,217.0,52.0,27.0,37.0,51.9,280.0,628.0,17.0,16.0,13.0,18.0,17.0,356.0,68.0,16.0,11.0,3.0,4.0,0.0,29.0,16.0,22.0,42.1
Matheus Nunes,POR,Manchester City,"DF,MF",26.0,24.0,17.0,1494.0,1.0,5.0,4.0,0.0,0.9,4.2,N/a,N/a,N/a,N/a,59.0,69.0,156.0,0.06,0.3,0.05,0.25,42.9,0.18,0.14,18.3,957.0,86.3,14863.0,91.3,88.2,64.9,21.0,45.0,25.0,7.0,69.0,39.0,2.35,6.0,0.36,32.0,21.0,34.0,19.0,14.0,3.0,11.0,13.0,1267.0,39.0,221.0,494.0,560.0,54.0,36.0,44.4,36.1,779.0,2131.0,59.0,31.0,22.0,29.0,13.0,916.0,156.0,28.0,17.0,6.0,39.0,0.0,60.0,13.0,16.0,44.8
Ethan Nwaneri,ENG,Arsenal,"FW,MF",18.0,25.0,10.0,821.0,4.0,2.0,1.0,0.0,1.1,1.0,N/a,N/a,N/a,N/a,44.0,30.0,102.0,0.44,0.22,0.12,0.11,36.4,0.88,0.18,18.2,307.0,80.2,4430.0,91.9,76.9,51.4,12.0,16.0,13.0,6.0,30.0,22.0,2.41,3.0,0.33,11.0,7.0,18.0,11.0,8.0,2.0,6.0,2.0,496.0,3.0,43.0,160.0,298.0,40.0,55.0,58.2,30.9,334.0,1243.0,44.0,23.0,16.0,21.0,17.0,362.0,102.0,8.0,5.0,6.0,51.0,0.0,33.0,4.0,7.0,36.4
